rank,word,count,prob
163,perhaps,1382,0.0009167441123071238
164,de,1378,0.0009140907284798963
165,end,1368,0.0009074572689118273
166,best,1364,0.0009048038850845998
167,hour,1359,0.0009014871553005653
168,heaven,1357,0.0009001604633869516
169,fair,1356,0.0008994971174301447
170,enough,1348,0.0008941903497756895
171,oh,1346,0.0008928636578620758
172,jo,1345,0.0008922003119052689
173,matter,1344,0.000891536965948462
174,quite,1338,0.0008875568902076207
175,felt,1335,0.0008855668523372
176,thought,1326,0.0008795967387259379
177,receive,1324,0.0008782700468123242
178,brother,1318,0.0008742899710714829
179,whole,1313,0.0008709732412874484
180,moment,1310,0.0008689832034170277
181,whale,1310,0.0008689832034170277
182,child,1308,0.0008676565115034139
183,door,1301,0.0008630130898057656
184,sweet,1289,0.000855052938324083
185,try,1285,0.0008523995544968554
186,state,1268,0.0008411226732311383
187,however,1265,0.0008391326353607176
188,lose,1264,0.0008384692894039107
189,home,1263,0.0008378059434471038
190,wife,1260,0.0008358159055766831
191,almost,1258,0.0008344892136630693
192,order,1248,0.0008278557540950005
193,doth,1248,0.0008278557540950005
194,pass,1247,0.0008271924081381935
195,arm,1246,0.0008265290621813867
196,talk,1245,0.0008258657162245797
197,reason,1240,0.0008225489864405453
198,st,1235,0.0008192322566565109
199,light,1231,0.0008165788728292832
200,ti,1228,0.0008145888349588626
201,marry,1222,0.0008106087592180212
202,die,1215,0.000805965337520373
203,second,1213,0.0008046386456067592
204,run,1212,0.0008039752996499524
205,write,1212,0.0008039752996499524
206,anything,1195,0.0007926984183842352
207,read,1183,0.0007847382669025525
208,husband,1173,0.0007781048073344836
209,bad,1172,0.0007774414613776766
210,side,1162,0.0007708080018096078
211,desire,1162,0.0007708080018096078
212,appear,1159,0.0007688179639391871
213,lie,1153,0.0007648378881983458
214,feel,1149,0.0007621845043711182
215,high,1149,0.0007621845043711182
216,fellow,1149,0.0007621845043711182
217,spirit,1141,0.000756877736716663
218,pray,1140,0.0007562143907598562
219,please,1135,0.0007528976609758217
220,daughter,1134,0.0007522343150190148
221,act,1133,0.0007515709690622079
222,less,1127,0.0007475908933213665
223,soul,1124,0.0007456008554509459
224,among,1105,0.0007329972822716149
225,draw,1101,0.0007303438984443874
226,th,1096,0.0007270271686603529
227,manner,1093,0.0007250371307899323
228,fall,1088,0.0007217204010058978
229,care,1088,0.0007217204010058978
230,power,1085,0.0007197303631354771
231,pay,1075,0.0007130969035674083
232,nature,1074,0.0007124335576106013
233,often,1073,0.0007117702116537944
234,duke,1071,0.0007104435197401806
235,blood,1067,0.0007077901359129531
236,sister,1066,0.0007071267899561462
237,fortune,1066,0.0007071267899561462
238,rest,1062,0.0007044734061289186
239,stay,1061,0.0007038100601721118
240,noble,1057,0.0007011566763448842
241,least,1055,0.0006998299844312703
242,nay,1051,0.0006971766006040428
243,morning,1048,0.0006951865627336222
244,country,1047,0.0006945232167768153
245,need,1047,0.0006945232167768153
246,happy,1039,0.0006892164491223602
247,near,1037,0.0006878897572087463
248,reply,1034,0.0006858997193383257
249,voice,1033,0.0006852363733815188
250,next,1031,0.000683909681467905
251,mistress,1030,0.0006832463355110982
252,girl,1029,0.0006825829895542912
253,remember,1026,0.0006805929516838705
254,break,1026,0.0006805929516838705
255,walk,1016,0.0006739594921158017
256,rise,1012,0.0006713061082885741
257,within,1011,0.0006706427623317672
258,certain,1009,0.0006693160704181534
259,half,1002,0.0006646726487205051
260,round,1002,0.0006646726487205051
261,course,1000,0.0006633459568068914
262,suppose,997,0.0006613559189364707
263,play,997,0.0006613559189364707
264,horse,996,0.0006606925729796638
265,dead,994,0.0006593658810660501
266,towards,981,0.0006507423836275604
267,uncle,980,0.0006500790376707536
268,carry,968,0.0006421188861890708
269,sort,964,0.0006394655023618433
270,boy,961,0.0006374754644914226
271,madam,961,0.0006374754644914226
272,change,959,0.0006361487725778088
273,ay,955,0.0006334953887505813
274,cause,949,0.00062951531300974
275,whether,941,0.0006242085453552848
276,really,938,0.0006222185074848641
277,tear,936,0.0006208918155712503
278,grow,930,0.000616911739830409
279,small,930,0.000616911739830409
280,sleep,930,0.000616911739830409
281,lydgate,930,0.000616911739830409
282,smile,928,0.0006155850479167952
283,point,919,0.0006096149343055332
284,family,916,0.0006076248964351125
285,else,914,0.0006062982045214987
286,air,906,0.0006009914368670436
287,prince,906,0.0006009914368670436
288,money,885,0.0005870611717740989
289,forth,884,0.0005863978258172919
290,sea,884,0.0005863978258172919
291,understand,878,0.0005824177500764506
292,ye,874,0.0005797643662492231
293,remain,873,0.0005791010202924161
294,captain,868,0.0005757842905083818
295,valancy,866,0.0005744575985947679
296,athos,865,0.000573794252637961
297,throw,864,0.0005731309066811541
298,together,863,0.0005724675607243473
299,dorothea,860,0.0005704775228539266
300,truth,856,0.000567824139026699
301,count,855,0.0005671607930698921
302,none,854,0.0005664974471130853
303,white,852,0.0005651707551994715
304,bed,850,0.0005638440632858577
305,alone,849,0.0005631807173290508
306,wait,842,0.0005585372956314025
307,cousin,841,0.0005578739496745957
308,case,840,0.0005572106037177888
309,water,838,0.000555883911804175
310,learn,836,0.0005545572198905612
311,fire,835,0.0005538938739337543
312,strong,833,0.0005525671820201405
313,doubt,832,0.0005519038360633337
314,promise,829,0.000549913798192913
315,forget,828,0.000549250452236106
316,sophia,827,0.0005485871062792992
317,thousand,818,0.0005426169926680372
318,either,816,0.0005412903007544234
319,thank,813,0.0005393002628840027
320,servant,811,0.0005379735709703889
321,already,809,0.0005366468790567751
322,subject,808,0.0005359835330999682
323,foot,804,0.0005333301492727407
324,also,801,0.00053134011140232
325,body,801,0.00053134011140232
326,others,798,0.0005293500735318994
327,question,794,0.0005266966897046717
328,consider,791,0.0005247066518342511
329,add,788,0.0005227166139638304
330,general,787,0.0005220532680070236
331,monsieur,785,0.0005207265760934097
332,law,775,0.0005140931165253408
333,grace,771,0.0005114397326981133
334,business,769,0.0005101130407844994
335,kill,768,0.0005094496948276926
336,sound,766,0.0005081230029140788
337,company,766,0.0005081230029140788
338,lead,762,0.0005054696190868513
339,laugh,760,0.0005041429271732374
340,wonder,759,0.0005034795812164306
341,visit,759,0.0005034795812164306
342,strange,756,0.0005014895433460098
343,happen,749,0.0004968461216483616
344,book,746,0.000494856083777941
345,pleasure,743,0.0004928660459075203
346,ah,742,0.0004922026999507133
347,pretty,742,0.0004922026999507133
348,hard,740,0.0004908760080370996
349,touch,738,0.0004895493161234858
350,occasion,737,0.000488885970166679
351,hast,737,0.000488885970166679
352,fine,736,0.00048822262420987207
353,short,736,0.00048822262420987207
354,term,734,0.00048689593229625825
355,minute,734,0.00048689593229625825
356,form,734,0.00048689593229625825
357,everything,731,0.0004849058944258376
358,mark,729,0.00048357920251222383
359,low,726,0.0004815891646418031
360,ship,726,0.0004815891646418031
361,four,725,0.00048092581868499625
362,ready,723,0.00047959912677138244
363,elizabeth,722,0.0004789357808145756
364,idea,719,0.00047694574294415487
365,peace,717,0.0004756190510305411
366,strike,713,0.00047296566720331354
367,fell,710,0.00047097562933289287
368,dare,709,0.00047031228337608596
369,lucy,705,0.0004676588995488584
370,er,705,0.0004676588995488584
371,watch,704,0.00046699555359205154
372,seek,703,0.00046633220763524463
373,account,702,0.0004656688616784377
374,feeling,698,0.00046301547785121015
375,expect,698,0.00046301547785121015
376,wear,696,0.0004616887859375964
377,stop,695,0.0004610254399807895
378,large,691,0.0004583720561535619
379,sight,687,0.0004557186723263344
380,purpose,683,0.0004530652884991068
381,offer,681,0.000451738596585493
382,fly,681,0.000451738596585493
383,beauty,680,0.00045107525062868615
384,close,679,0.00045041190467187925
385,certainly,679,0.00045041190467187925
386,observe,670,0.0004444417910606172
387,sword,670,0.0004444417910606172
388,concern,668,0.00044311509914700343
389,sometimes,665,0.00044112506127658277
390,bid,663,0.00043979836936296895
391,opinion,660,0.0004378083314925483
392,character,660,0.0004378083314925483
393,meg,660,0.0004378083314925483
394,porthos,656,0.0004351549476653207
395,john,655,0.00043449160170851386
396,regard,652,0.0004325015638380932
397,wrong,650,0.0004311748719244794
398,tongue,650,0.0004311748719244794
399,attend,647,0.0004291848340540587
400,town,645,0.00042785814214044496
401,fact,643,0.00042653145022683114
402,amy,642,0.00042586810427002424
403,able,640,0.0004245414123564105
404,age,639,0.00042387806639960357
405,sense,639,0.00042387806639960357
406,save,636,0.0004218880285291829
407,swear,636,0.0004218880285291829
408,continue,634,0.00042056133661556915
409,hang,634,0.00042056133661556915
410,effect,634,0.00042056133661556915
411,move,632,0.00041923464470195533
412,ear,632,0.00041923464470195533
413,allworthy,627,0.0004159179149179209
414,gutenberg,626,0.000415254568961114
415,mention,626,0.000415254568961114
416,wind,625,0.0004145912230043071
417,prove,625,0.0004145912230043071
418,earth,624,0.00041392787704750024
419,glad,620,0.00041127449322027267
420,except,620,0.00041127449322027267
421,fool,620,0.00041127449322027267
422,gentle,617,0.00040928445534985195
423,land,617,0.00040928445534985195
424,deep,615,0.0004079577634362382
425,black,614,0.0004072944174794313
426,provide,613,0.00040663107152262443
427,behind,611,0.0004053043796090106
428,virtue,609,0.00040397768769539686
429,faith,608,0.00040331434173858995
430,kiss,606,0.0004019876498249762
431,pardon,606,0.0004019876498249762
432,afraid,605,0.0004013243038681693
433,sun,605,0.0004013243038681693
434,march,605,0.0004013243038681693
435,shake,604,0.0004006609579113624
436,cold,603,0.00039999761195455547
437,hundred,601,0.0003986709200409417
438,late,600,0.0003980075740841348
439,besides,597,0.00039601753621371414
440,neither,597,0.00039601753621371414
441,several,595,0.0003946908443001004
442,aunt,594,0.00039402749834329347
443,force,593,0.00039336415238648656
444,view,592,0.0003927008064296797
445,particular,591,0.0003920374604728728
446,comfort,590,0.0003913741145160659
447,free,590,0.0003913741145160659
448,window,589,0.000390710768559259
449,object,587,0.00038938407664564523
450,suffer,585,0.00038805738473203147
451,laurie,585,0.00038805738473203147
452,casaubon,585,0.00038805738473203147
453,ill,584,0.00038739403877522457
454,step,583,0.00038673069281841766
455,immediately,583,0.00038673069281841766
456,agree,582,0.00038606734686161075
457,news,582,0.00038606734686161075
458,england,581,0.0003854040009048039
459,charge,581,0.0003854040009048039
460,serve,579,0.0003840773089911901
461,youth,574,0.00038076057920715566
462,creature,573,0.00038009723325034875
463,devil,573,0.00038009723325034875
464,start,572,0.00037943388729354185
465,five,572,0.00037943388729354185
466,beg,569,0.0003774438494231212
467,resolve,569,0.0003774438494231212
468,service,567,0.0003761171575095074
469,ought,566,0.0003754538115527005
470,cut,564,0.00037412711963908676
471,fred,564,0.00037412711963908676
472,copy,562,0.00037280042772547294
473,allow,562,0.00037280042772547294
474,perceive,561,0.00037213708176866603
475,fight,560,0.0003714737358118592
476,passion,559,0.0003708103898550523
477,joy,556,0.0003688203519846316
478,war,556,0.0003688203519846316
479,fit,555,0.0003681570060278247
480,common,555,0.0003681570060278247
481,ere,554,0.0003674936600710178
482,along,553,0.00036683031411421094
483,court,552,0.00036616696815740404
484,ground,551,0.00036550362220059713
485,aramis,551,0.00036550362220059713
486,english,550,0.0003648402762437903
487,table,548,0.00036351358433017646
488,trouble,548,0.00036351358433017646
489,pity,548,0.00036351358433017646
490,duty,546,0.0003621868924165627
491,arrive,545,0.0003615235464597558
492,dost,541,0.0003588701626325282
493,eat,540,0.0003582068166757213
494,interest,540,0.0003582068166757213
495,electronic,540,0.0003582068166757213
496,conversation,539,0.00035754347071891446
497,different,537,0.00035621677880530065
498,ten,537,0.00035621677880530065
499,boat,536,0.0003555534328484938
500,dress,536,0.0003555534328484938
501,command,536,0.0003555534328484938
502,circumstance,536,0.0003555534328484938
503,drop,534,0.00035422674093488
504,affection,534,0.00035422674093488
505,discover,532,0.0003529000490212662
506,lip,531,0.0003522367030644593
507,possible,530,0.0003515733571076524
508,raise,530,0.0003515733571076524
509,assure,530,0.0003515733571076524
510,hair,527,0.00034958331923723175
511,unless,526,0.00034891997328042484
512,story,526,0.00034891997328042484
513,blow,524,0.0003475932813668111
514,respect,523,0.0003469299354100042
515,trust,520,0.0003449398975395835
516,enjoy,519,0.0003442765515827766
517,worthy,519,0.0003442765515827766
518,foundation,517,0.00034294985966916284
519,mazarin,516,0.00034228651371235593
520,sorrow,515,0.0003416231677555491
521,bulstrode,514,0.0003409598217987422
522,rosamond,514,0.0003409598217987422
523,proceed,512,0.00033963312988512836
524,welcome,512,0.00033963312988512836
525,hardly,510,0.0003383064379715146
526,soldier,509,0.0003376430920147077
527,unto,509,0.0003376430920147077
528,rich,508,0.00033697974605790084
529,chance,507,0.00033631640010109394
530,note,507,0.00033631640010109394
531,human,507,0.00033631640010109394
532,hat,506,0.00033565305414428703
533,drive,505,0.0003349897081874801
534,express,503,0.00033366301627386636
535,silence,503,0.00033366301627386636
536,thine,503,0.00033366301627386636
537,notice,500,0.0003316729784034457
538,enemy,500,0.0003316729784034457
539,content,496,0.0003290195945762181
540,deal,494,0.0003276929026626043
541,ring,494,0.0003276929026626043
542,tis,493,0.00032702955670579746
543,france,493,0.00032702955670579746
544,imagine,492,0.00032636621074899055
545,london,491,0.00032570286479218364
546,fill,491,0.00032570286479218364
547,number,491,0.00032570286479218364
548,favour,489,0.0003243761728785699
549,hence,489,0.0003243761728785699
550,sign,489,0.0003243761728785699
551,choose,488,0.000323712826921763
552,drink,488,0.000323712826921763
553,majesty,488,0.000323712826921763
554,la,488,0.000323712826921763
555,bless,484,0.0003210594430945354
556,suddenly,484,0.0003210594430945354
557,third,484,0.0003210594430945354
558,marriage,484,0.0003210594430945354
559,mrs,484,0.0003210594430945354
560,honest,483,0.00032039609713772855
561,reach,482,0.00031973275118092165
562,opportunity,482,0.00031973275118092165
563,oblige,482,0.00031973275118092165
564,page,481,0.00031906940522411474
565,spend,480,0.00031840605926730783
566,maid,478,0.00031707936735369407
567,party,478,0.00031707936735369407
568,street,477,0.00031641602139688717
569,dark,477,0.00031641602139688717
570,cardinal,477,0.00031641602139688717
571,mouth,475,0.0003150893294832734
572,mary,474,0.0003144259835264665
573,wilkins,474,0.0003144259835264665
574,squire,472,0.00031309929161285274
575,brooke,472,0.00031309929161285274
576,evening,471,0.00031243594565604583
577,past,470,0.0003117725996992389
578,proper,468,0.00031044590778562517
579,grief,468,0.00031044590778562517
580,worth,467,0.00030978256182881826
581,shame,466,0.00030911921587201135
582,easy,466,0.00030911921587201135
583,ahab,466,0.00030911921587201135
584,clear,464,0.0003077925239583976
585,french,464,0.0003077925239583976
586,wise,464,0.0003077925239583976
587,beth,462,0.00030646583204478383
588,justice,461,0.00030580248608797693
589,catch,460,0.00030513914013117
590,reader,460,0.00030513914013117
591,dream,459,0.0003044757941743631
592,twenty,457,0.00030314910226074935
593,conduct,455,0.0003018224103471356
594,partridge,455,0.0003018224103471356
595,instead,452,0.0002998323724767149
596,wit,452,0.0002998323724767149
597,affair,451,0.000299169026519908
598,fault,450,0.0002985056805631011
599,pain,450,0.0002985056805631011
600,false,449,0.0002978423346062942
601,knowledge,448,0.00029717898864948736
602,behold,445,0.00029518895077906664
603,public,443,0.0002938622588654529
604,produce,443,0.0002938622588654529
605,plain,442,0.00029319891290864597
606,tender,442,0.00029319891290864597
607,seat,441,0.0002925355669518391
608,early,441,0.0002925355669518391
609,secret,439,0.0002912088750382253
610,heavy,437,0.00028988218312461154
611,pale,437,0.00028988218312461154
612,sooner,437,0.00028988218312461154
613,address,436,0.00028921883716780464
614,surprise,435,0.00028855549121099773
615,line,435,0.00028855549121099773
616,western,434,0.0002878921452541909
617,sorry,433,0.00028722879929738397
618,doctor,433,0.00028722879929738397
619,officer,432,0.00028656545334057706
620,crown,432,0.00028656545334057706
621,bow,431,0.00028590210738377016
622,stranger,431,0.00028590210738377016
623,paper,430,0.0002852387614269633
624,accept,429,0.0002845754154701564
625,guard,429,0.0002845754154701564
626,caesar,429,0.0002845754154701564
627,fancy,427,0.00028324872355654264
628,study,427,0.00028324872355654264
629,lover,427,0.00028324872355654264
630,former,427,0.00028324872355654264
631,proud,424,0.0002812586856861219
632,beat,424,0.0002812586856861219
633,necessary,424,0.0002812586856861219
634,usual,423,0.00028059533972931507
635,fail,423,0.00028059533972931507
636,happiness,423,0.00028059533972931507
637,prepare,423,0.00028059533972931507
638,length,422,0.00027993199377250816
639,forward,421,0.00027926864781570125
640,intend,419,0.0002779419559020875
641,red,416,0.00027595191803166683
642,natural,416,0.00027595191803166683
643,sake,414,0.000274625226118053
644,henry,413,0.00027396188016124616
645,delight,412,0.00027329853420443925
646,whatever,412,0.00027329853420443925
647,determine,411,0.00027263518824763235
648,wall,411,0.00027263518824763235
649,danger,411,0.00027263518824763235
650,listen,410,0.00027197184229082544
651,acquaint,410,0.00027197184229082544
652,escape,409,0.0002713084963340186
653,illustration,408,0.0002706451503772117
654,teach,408,0.0002706451503772117
655,tone,408,0.0002706451503772117
656,cross,408,0.0002706451503772117
657,presently,408,0.0002706451503772117
658,consequence,405,0.000268655112506791
659,declare,404,0.0002679917665499841
660,action,403,0.0002673284205931772
661,entirely,403,0.0002673284205931772
662,pride,403,0.0002673284205931772
663,degree,403,0.0002673284205931772
664,darcy,403,0.0002673284205931772
665,contain,401,0.00026600172867956344
666,praise,401,0.00026600172867956344
667,dog,401,0.00026600172867956344
668,ha,401,0.00026600172867956344
669,excellent,399,0.0002646750367659497
670,hero,399,0.0002646750367659497
671,beautiful,398,0.0002640116908091428
672,society,398,0.0002640116908091428
673,music,397,0.00026334834485233587
674,approach,397,0.00026334834485233587
675,especially,396,0.00026268499889552896
676,field,395,0.0002620216529387221
677,deliver,394,0.0002613583069819152
678,sudden,393,0.0002606949610251083
679,fathom,393,0.0002606949610251083
680,week,392,0.0002600316150683014
681,sad,391,0.00025936826911149454
682,exclaim,391,0.00025936826911149454
683,report,391,0.00025936826911149454
684,piece,390,0.00025870492315468763
685,longer,390,0.00025870492315468763
686,join,390,0.00025870492315468763
687,month,390,0.00025870492315468763
688,buy,387,0.00025671488528426696
689,mistake,387,0.00025671488528426696
690,whilst,387,0.00025671488528426696
691,murder,387,0.00025671488528426696
692,breath,386,0.00025605153932746006
693,moral,386,0.00025605153932746006
694,royal,386,0.00025605153932746006
695,grave,385,0.00025538819337065315
696,endeavour,385,0.00025538819337065315
697,wound,384,0.0002547248474138463
698,copyright,384,0.0002547248474138463
699,conclude,383,0.0002540615014570394
700,star,383,0.0002540615014570394
701,hide,383,0.0002540615014570394
702,wilt,383,0.0002540615014570394
703,dinner,382,0.0002533981555002325
704,strength,382,0.0002533981555002325
705,confess,382,0.0002533981555002325
706,taste,381,0.00025273480954342563
707,brave,381,0.00025273480954342563
708,fee,381,0.00025273480954342563
709,mad,380,0.0002520714635866187
710,wild,380,0.0002520714635866187
711,appearance,380,0.0002520714635866187
712,speech,379,0.0002514081176298118
713,easily,377,0.00025008142571619806
714,advance,376,0.00024941807975939115
715,villain,376,0.00024941807975939115
716,fisher,375,0.00024875473380258425
717,sigh,374,0.0002480913878457774
718,truly,373,0.0002474280418889705
719,measure,373,0.0002474280418889705
720,sing,373,0.0002474280418889705
721,matty,372,0.0002467646959321636
722,george,371,0.00024610134997535667
723,engage,371,0.00024610134997535667
724,instant,371,0.00024610134997535667
725,expression,370,0.0002454380040185498
726,quiet,370,0.0002454380040185498
727,condition,370,0.0002454380040185498
728,weep,370,0.0002454380040185498
729,cheek,369,0.0002447746580617429
730,advantage,368,0.00024411131210493603
731,figure,368,0.00024411131210493603
732,repeat,368,0.00024411131210493603
733,owe,368,0.00024411131210493603
734,deny,367,0.00024344796614812913
735,road,367,0.00024344796614812913
736,fresh,367,0.00024344796614812913
737,beyond,366,0.00024278462019132225
738,gold,366,0.00024278462019132225
739,united,365,0.00024212127423451534
740,rome,365,0.00024212127423451534
741,perform,365,0.00024212127423451534
742,suit,365,0.00024212127423451534
743,include,364,0.00024145792827770846
744,charm,364,0.00024145792827770846
745,effort,364,0.00024145792827770846
746,picture,364,0.00024145792827770846
747,attempt,363,0.00024079458232090155
748,chair,362,0.00024013123636409467
749,burn,361,0.0002394678904072878
750,countenance,361,0.0002394678904072878
751,pause,360,0.0002388045444504809
752,share,360,0.0002388045444504809
753,office,360,0.0002388045444504809
754,fix,359,0.000238141198493674
755,fast,359,0.000238141198493674
756,future,357,0.00023681450658006022
757,alice,355,0.00023548781466644643
758,church,353,0.00023416112275283265
759,warm,351,0.00023283443083921886
760,shalt,351,0.00023283443083921886
761,possess,350,0.00023217108488241198
762,winter,350,0.00023217108488241198
763,prevent,350,0.00023217108488241198
764,spite,350,0.00023217108488241198
765,presence,349,0.00023150773892560508
766,flower,349,0.00023150773892560508
767,companion,348,0.0002308443929687982
768,quickly,348,0.0002308443929687982
769,gain,348,0.0002308443929687982
770,obtain,348,0.0002308443929687982
771,cover,347,0.00023018104701199132
772,refuse,345,0.00022885435509837753
773,battle,345,0.00022885435509837753
774,yield,345,0.00022885435509837753
775,carriage,343,0.00022752766318476374
776,impossible,343,0.00022752766318476374
777,satisfy,343,0.00022752766318476374
778,judge,342,0.00022686431722795684
779,clock,342,0.00022686431722795684
780,quick,342,0.00022686431722795684
781,paris,342,0.00022686431722795684
782,attention,341,0.00022620097127114996
783,patience,341,0.00022620097127114996
784,distribute,341,0.00022620097127114996
785,stone,340,0.00022553762531434308
786,loss,340,0.00022553762531434308
787,settle,340,0.00022553762531434308
788,agreeable,339,0.00022487427935753617
789,real,338,0.0002242109334007293
790,garden,338,0.0002242109334007293
791,plan,338,0.0002242109334007293
792,van,338,0.0002242109334007293
793,glass,337,0.00022354758744392238
794,private,337,0.00022354758744392238
795,agreement,337,0.00022354758744392238
796,bennet,337,0.00022354758744392238
797,around,336,0.0002228842414871155
798,seize,336,0.0002228842414871155
799,jane,336,0.0002228842414871155
800,hate,335,0.0002222208955303086
801,sail,335,0.0002222208955303086
802,license,334,0.00022155754957350172
803,finger,334,0.00022155754957350172
804,cast,334,0.00022155754957350172
805,demand,334,0.00022155754957350172
806,glance,333,0.00022089420361669484
807,nearly,332,0.00022023085765988793
808,dance,331,0.00021956751170308105
809,blue,331,0.00021956751170308105
810,hither,331,0.00021956751170308105
811,information,330,0.00021890416574627414
812,health,330,0.00021890416574627414
813,city,330,0.00021890416574627414
814,spring,330,0.00021890416574627414
815,bind,330,0.00021890416574627414
816,green,330,0.00021890416574627414
